DrugID	TargetID
D0T1II	T67103
D02WSA	T80896
D01CYI	T80896
D0I5VJ	T80896
D02CZO	T51487
D02CZO	T80387
D02CZO	T62292
D02CZO	T08910
D03LMR	T51487
D03LMR	T80387
D03LMR	T08910
D03LMR	T62292
D01UAS	T51487
D01UAS	T80387
D01UAS	T08910
D01UAS	T62292
D0G8KT	T57392
D0C4XQ	T57392
D0C4XQ	T55959
D0ZZ2L	T57392
D0SE3C	T57392
D0X4DE	T57392
D0J9SO	T57392
D0Y7PY	T16308
D0W8MX	T16308
D0W4CN	T16308
D0M2QK	T72458
D0R5KO	T72458
D0U1UZ	T72458
D0V5YV	T72458
D0G6NV	T16691
D0D2XH	T16691
D04NGS	T49898
D04NGS	T70176
D05COQ	T53024
D05COQ	T64830
D05COQ	T13644
D0P6ZZ	T53024
D02CQW	T53024
D02CQW	T64830
D02CQW	T13644
D0X3RW	T02728
D0N4RF	T02728
D0V4HB	T02728
D0P5VL	T02728
D0H8AI	T02728
D07VEA	T26851
D0T7CN	T26851
D0Y9TF	T26851
D0D3VF	T26851
D01DQT	T26851
D0OX1T	T67619
D0XC6G	T47101
D0XC6G	T59102
D0XC6G	T80782
D0XC6G	T80975
D0R4KE	T75596
D0I6RL	T75596
D0TN1L	T37693
D0TN1L	T76685
D0S2ZR	T76685
D0S2ZR	T37693
D0S3UA	T37693
D0S3UA	T76685
D0GG4T	T37693
D0GG4T	T76685
D03RGV	T76685
D03RGV	T37693
D05UPS	T52316
D0S5VI	T64765
D0J7FK	T35734
D05NZH	T35734
D0M5FF	T70977
D0M5FF	T14731
D0M5FF	T40097
D0M5FF	T12808
D0M5FF	T55729
D0M5FF	T65864
D0M5FF	T67619
D0M5FF	T12499
D0M5FF	T58970
D0M5FF	T94479
D0M5FF	T51282
D0M5FF	T79798
D0A5KG	T92072
D0A5KG	T36059
D06BLF	T11211
D06BLF	T46521
D0D1LB	T89534
D0D1LB	T80896
D03QHG	T89534
D03QHG	T80896
D0IO8J	T99347
D0IO8J	T27137
D08FEV	T99347
D0WJ8I	T99347
D0P0RY	T99347
D02BFK	T99347
D06KVX	T99347
D04PBZ	T99347
D0W5JE	T99347
D0Z1PY	T99347
D0P2DV	T99347
D0P5BY	T11388
D02TNR	T11388
D0P3XJ	T98269
D0X8XO	T98269
D0U9VX	T83875
D0O0QN	T83875
D0R4PR	T83875
D0A1RE	T83011
D0A1RE	T83875
D00JUD	T83875
D0L7RB	T59045
D0L7RB	T13259
D07ZBH	T59045
D03VZF	T59045
D0CO6T	T37693
D0CO6T	T76685
D00SDJ	T02551
D0A1CM	T16987
D0A1CM	T20401
D0A1CM	T70977
D0A1CM	T35445
D0A1CM	T62431
D0A1CM	T64567
D0A1CM	T93344
D0A1CM	T51565
D07BCH	T89213
D07BCH	T27944
D0W4VM	T14834
D02ZPV	T10265
D02ZPV	T61744
D02ZPV	T67684
D02ZPV	T02001
D0G4HT	T27944
D0G4HT	T10670
D0G4HT	T89213
D00OLA	T89213
D00OLA	T27944
D00OLA	T10670
D0J9VA	T27944
D0J9VA	T10670
D0J9VA	T89213
D07OOG	T89213
D07OOG	T27944
D07OOG	T10670
D09KTF	T75596
D00MUJ	T75596
D0S5GM	T75596
D0K5UM	T75596
D0K7PS	T75596
D03LCM	T99347
D0W1SX	T99347
D0C7TX	T99347
D07JLC	T99347
D0X4UN	T99347
D02XFR	T99347
D00BVP	T13260
D0CR6B	T13260
D09ZHX	T13260
D08EZA	T13260
D07SOM	T13260
D05PXK	T13260
D06WPP	T13260
D04VRY	T13260
D0M2LV	T99204
D0M2LV	T93105
D05RII	T60693
D05RII	T52921
D05RII	T47768
D0A9BZ	T92072
D0A9BZ	T86679
D0A9BZ	T77365
D0Y2LJ	T80896
D0Y2LJ	T89534
D09NOH	T89534
D09NOH	T80896
D05KXP	T89534
D05KXP	T80896
D0W5HT	T80896
D0W5HT	T89534
D0J2NG	T89534
D0J2NG	T80896
D0LI0M	T80896
D0LI0M	T89534
D0W0LG	T89534
D0W0LG	T80896
D07XUY	T80896
D07XUY	T89534
D0S8AV	T89534
D0S8AV	T80896
D0S8AV	T07663
D0XZ2P	T34234
D0X3DK	T34234
D0B0UZ	T24983
D03VPS	T24983
D0I6UV	T30081
D0I6UV	T22976
D02CCD	T22976
D02CCD	T30081
D00KWL	T22976
D00KWL	T30081
D00SDJ	T67162
D0M1YU	T32060
D0M1YU	T31204
D0M1YU	T83813
D0D5QV	T47768
D0D5QV	T60693
D0D5QV	T58992
D03BZT	T44011
D0V5JV	T44011
D02MZN	T44011
D0JI0Q	T44011
D0B6SA	T44011
D0Q9CI	T44011
D0K8VL	T44011
D0V4BE	T44011
D0A5CD	T44011
D01SGP	T44011
D0M4SL	T44011
D01AVM	T44011
D08NFA	T44011
D02DYZ	T44011
D04CQM	T44011
D06AYL	T44011
D0K6MM	T44011
D08CXO	T44011
D0G7PB	T44011
D0S2BW	T44011
D06FPP	T44011
D0WM4K	T44011
D0N1LT	T44011
D0V0HM	T27944
D0V0HM	T10670
D0V0HM	T89213
D08YWE	T89213
D08YWE	T27944
D08YWE	T10670
D04ILS	T99347
D08ADI	T99347
D0D2FB	T99347
D00SAA	T30823
D07JRA	T30823
D07JRA	T46365
D0N7YT	T46365
D0N7YT	T30823
D0N7YT	T89529
D0X5WD	T30823
D0X5WD	T46365
D08GWQ	T46365
D08GWQ	T30823
D08GWQ	T89529
D0ON2Z	T84631
D0ON2Z	T37510
D0ON2Z	T94033
D0ON2Z	T83369
D09XIL	T91331
D09XIL	T53524
D09XIL	T58454
D09XIL	T80975
D09XIL	T41515
D09XIL	T20669
D09XIL	T17980
D00DFR	T93105
D00DFR	T99204
D04TWU	T99204
D04TWU	T93105
D0I8BA	T99204
D0I8BA	T93105
D09GSD	T47768
D09GSD	T58992
D0Y2HI	T47768
D0Y2HI	T58992
D08SCK	T58992
D08SCK	T47768
D00TNR	T47768
D00TNR	T58992
D00TNR	T47094
D00TNR	T60693
D00MEM	T47768
D00MEM	T58992
D0ED2I	T58992
D0ED2I	T47768
D0H1BU	T47768
D0H1BU	T58992
D07BPA	T47768
D03EMO	T55959
D07PAT	T55959
D0IR0R	T55959
D0R8TH	T55959
D0Y1MJ	T55959
D08JCK	T55959
D08SLZ	T55959
D0Q3MM	T96079
D0M6RQ	T96079
D05YHT	T96079
D04BVW	T96079
D08YYV	T96079
D02UES	T96079
D00XBM	T96079
D08XRM	T96079
D0B8VW	T96079
D00GII	T96079
D04TED	T96079
D0S0GV	T96079
D04XHX	T96079
D0ST1U	T96079
D0K0SO	T96079
D0BH8K	T96079
D0P7UV	T96079
D0S0PU	T96079
D04PDF	T96079
D0FQ3G	T96079
D0U7DJ	T44011
D06ZNI	T44011
D0G4KT	T44011
D0HR7O	T44011
D01ERB	T44011
D02XZO	T44011
D08EHR	T44011
D0A0CG	T44011
D0I0KV	T44011
D01OCZ	T44011
D02MQT	T44011
D0B9HX	T44011
D0Z1AT	T44011
D0EK5U	T44011
D02JRB	T44011
D06AOY	T96788
D06AOY	T70176
D06AOY	T59328
D06AOY	T98459
D06AOY	T00895
D06AOY	T47107
D06AOY	T10052
D06AOY	T49898
D06AOY	T12355
D06AOY	T85799
D06AOY	T12808
D06AOY	T92144
D00NYT	T89361
D00NYT	T10052
D00NYT	T49898
D09XIL	T74952
D09XIL	T59102
D09XIL	T47101
D09XIL	T58970
D09XIL	T59328
D0D0LD	T11388
D0D0LD	T41141
D0D0LD	T61746
D0D0LD	T68290
D09GTJ	T84581
D07BPA	T58992
D0U5OP	T58992
D0U5OP	T47768
D0SP2I	T94033
D0SP2I	T31543
D0SP2I	T17758
D0U4TA	T70490
D01TWD	T31543
D0H4RE	T36059
D05NEM	T36059
D06TXS	T36059
D05TMJ	T36059
D0GC7S	T36059
D04PLH	T92072
D04PLH	T36059
D06FNT	T36059
D01AHL	T80896
D0C0TN	T10937
D02FZW	T47768
D02FZW	T60693
D02FZW	T58992
D0F1EB	T60693
D0F1EB	T58992
D0F1EB	T47768
D0R6VF	T60693
D0R6VF	T58992
D0R6VF	T47768
D0J5VK	T65501
D0K9KQ	T96079
D0ZO3C	T96079
D04FIN	T60366
D0V9DY	T05849
D0V9DY	T47768
D0V9DY	T28330
D0V9DY	T58992
D0I9PH	T47768
D0I9PH	T58992
D0I9PH	T28330
D0S7SO	T58992
D0S7SO	T05849
D0S7SO	T47768
D05KIS	T47768
D05KIS	T58992
D06PAK	T02719
D06PAK	T62820
D07GRG	T02719
D07GRG	T62820
D0FH1V	T33489
D0N8VZ	T33489
D0S3RZ	T33489
D00LFX	T33489
D04GDW	T20401
D06ZRX	T97035
D07HYL	T97035
D0T7YM	T76369
D0T7YM	T98315
D00NYT	T12355
D00NYT	T47107
D00NYT	T80975
D00NYT	T12808
D00NYT	T92144
D00NYT	T85799
D00NYT	T70176
D00NYT	T59328
D00NYT	T98459
D00NYT	T96788
D00NYT	T00895
D0C3WY	T00895
D0C3WY	T96788
D0C3WY	T70176
D0C3WY	T59328
D0C3WY	T98459
D0C3WY	T80975
D0C3WY	T85799
D0C3WY	T12808
D0C3WY	T92144
D0C3WY	T49898
D0C3WY	T89361
D0C3WY	T10052
D0C3WY	T12355
D0C3WY	T47107
D0EK0G	T47107
D0EK0G	T10052
D0EK0G	T89361
D0EK0G	T49898
D0EK0G	T12355
D0EK0G	T12808
D0AA8E	T84581
D0V8FG	T30803
D03AMR	T87024
D03AMR	T54156
D03AMR	T68251
D03AMR	T34296
D03AMR	T82393
D03AMR	T73475
D03AMR	T52450
D03AMR	T65019
D0Y0OA	T19160
D0W0FI	T94788
D0AW6C	T94788
D0JG2W	T99347
D0CT7P	T99347
D0RJ5B	T99347
D0R7VW	T99347
D05AJZ	T89360
D0J9OS	T89360
D0D1KZ	T89360
D06FSR	T89360
D05SKE	T89360
D06RQV	T89360
D0D2ST	T89360
D0AL2E	T89360
D00FPG	T89360
D0K4EM	T89360
D0V0YP	T89360
D08OSM	T89360
D0L0MJ	T89360
D0L0ZP	T89360
D04AGE	T70176
D04AGE	T10052
D0GP3R	T70176
D0GP3R	T10052
D0W2FM	T70176
D0W2FM	T10052
D03KLM	T70176
D03KLM	T10052
D02NED	T75498
D0O6NU	T75498
D0Q8JE	T75498
D0A0DN	T75498
D0TT3K	T75498
D03QRT	T75498
D05GDD	T75498
D00SNO	T75498
D04KTJ	T75498
D04UGI	T75498
D01ZKN	T75498
D03SBI	T75498
D08NCP	T75498
D08NWU	T75498
D01JID	T75498
D03QYZ	T65200
D00XUF	T70977
D0V6HG	T70977
D00HUP	T70977
D01IFO	T68290
D0L7HP	T22274
D0L7HP	T28887
D02NWS	T28887
D02NWS	T68547
D02NWS	T22274
D02NWS	T51191
D07YZZ	T51191
D07YZZ	T28887
D07YZZ	T22274
D07YZZ	T68547
D07YZZ	T63816
D09JPC	T64567
D09JPC	T16987
D06ZZM	T46521
D0FI1I	T46521
D0L7OC	T46521
D03MQA	T46521
D04KPW	T46521
D05FPU	T46521
D0U9IR	T46521
D0T7LR	T46521
D02CXU	T46521
D0BU5X	T46521
D0VE6A	T46521
D08DHC	T46521
D07GCR	T46521
D0B2JG	T46521
D03VQC	T46521
D07QFN	T46521
D04QAT	T46521
D0YW9C	T07217
D0P5VJ	T37693
D0P5VJ	T76685
D04GDY	T76685
D04GDY	T37693
D01HFL	T20331
D02WCJ	T02728
D0C7LY	T30985
D0C7LY	T52790
D0C7LY	T12475
D0RL8X	T09826
D04LWL	T75498
D0W1WE	T83011
D04PLB	T46521
D04USO	T46521
D0Z6SS	T35734
D08AZT	T35734
D01JJV	T35734
D0Q8NE	T35734
D09DPC	T35734
D0V8EQ	T35734
D04NJC	T35734
D0RK4K	T35734
D08WHU	T35734
D06OFY	T35734
D0D5XC	T20401
D01RWS	T76685
D01RWS	T37693
D03REA	T76685
D03REA	T37693
D04XGX	T37693
D0T3HK	T38996
D07JMN	T38996
D07JMN	T11448
D07JMN	T53381
D07JMN	T92609
D07JMN	T41580
D06MZK	T20401
D09ZUN	T20401
D04ZDD	T60366
D0F3QP	T60366
D0N4YR	T60366
D0WX7S	T15556
D0U4LV	T15556
D05VKW	T15556
D01TYO	T09960
D05GIC	T70977
D09AEV	T70977
D0B2ZB	T37848
D0T4AC	T37848
D00GOQ	T37848
D0X3CF	T37848
D0NC3P	T37848
D09VMS	T37848
D05KIF	T37848
D00TOF	T57392
D00TOF	T37848
D01FBL	T37848
D0A1SJ	T37848
D02HSP	T37848
D06MLU	T37848
D08BOH	T37848
D00RGP	T37848
D0Z5RQ	T20709
D0Z5RQ	T79961
D0Z5RQ	T67684
D0Z5RQ	T28893
D01WWC	T78709
D06DSX	T78709
D07JCA	T31514
D03TYC	T31514
D00MFZ	T84173
D0R8TR	T84173
D0L9YP	T57392
D0L9YP	T47768
D0L9YP	T58992
D0L9YP	T60693
D0I0YE	T35734
D08HUX	T35734
D01DZF	T35734
D0K6IW	T35734
D07BQN	T35734
D0BI0Z	T35734
D08USX	T35734
D0D0KT	T35734
D00JTE	T28893
D00JTE	T46185
D00JTE	T67684
D01CAC	T65200
D04LGV	T65200
D0KG3M	T65200
D03KRW	T65200
D0Q2TF	T65200
D0M3XF	T65200
D01XMM	T57943
D0B6VI	T57943
D0D4RW	T57943
D0N5MU	T57943
D0H8XV	T28893
D0H8XV	T77913
D0P6FF	T58992
D0P6FF	T47768
D0W0CO	T60693
D0W0CO	T58992
D0W0CO	T47768
D09FLC	T58992
D09FLC	T60693
D09FLC	T47768
D0K1BV	T60693
D0K1BV	T58992
D0K1BV	T47768
D0Y5ZP	T60693
D0Y5ZP	T58992
D0Y5ZP	T47768
D0P5QI	T60693
D0P5QI	T58992
D0P5QI	T47768
D03KAQ	T60693
D03KAQ	T47768
D0OG0R	T79062
D0OG0R	T67162
D0OG0R	T32060
D0OG0R	T16691
D0OG0R	T83813
D0UV8T	T89697
D0W3ON	T89697
D08XXD	T89697
D09BVH	T89697
D01CSZ	T89697
D0G8IH	T89697
D02XRG	T89697
D08MRL	T89697
D05AIN	T67162
D00CPI	T67162
D0X5LJ	T67162
D04AAI	T67162
D0G2HT	T67162
D0X3JB	T67162
D06FUV	T67162
D0Q7DJ	T64567
D0Q7DJ	T16987
D0Q7DJ	T20401
D0O4LO	T76685
D0D6BH	T19923
D0D6BH	T31309
D08YLO	T51191
D0Q4LX	T51191
D0H4SC	T51191
D06IWR	T51191
D08USK	T51191
D07WSB	T51191
D0I2KC	T51191
D01TSM	T51191
D0W2PX	T51191
D07BMT	T51191
D0A4KW	T51191
D05RWU	T51191
D0MD7H	T51191
D0Y4SD	T51191
D0U8FC	T51191
D00WYS	T09826
D03JZQ	T09826
D0MI5C	T09826
D0I6EJ	T09826
D01EGN	T09826
D0M0WX	T09826
D02QGI	T64567
D02QGI	T20401
D02QGI	T16987
D09WVV	T16987
D09WVV	T64567
D0X5HL	T64567
D0X5HL	T16987
D0YE2Z	T63986
D09KFR	T63986
D0O4JU	T13852
D07TWV	T93566
D0C6UR	T89534
D08GWS	T89534
D0S5RI	T89534
D0NW3Z	T55959
D0O9UY	T89534
D0GH1I	T89534
D05QTG	T89534
D0T5NO	T75498
D0S1AY	T75498
D0O4YS	T75498
D05YCI	T75498
D0XQ6T	T75498
D08ISK	T75498
D08FHU	T75498
D06UQR	T75498
D0L3AJ	T75498
D09DRS	T75498
D04JIR	T92072
D04JIR	T77365
D0R8OK	T92072
D0R8OK	T77365
D0R8OK	T86679
D03JFX	T77365
D03JFX	T92072
D01WNA	T86679
D01WNA	T77365
D01WNA	T92072
D04WHE	T77365
D04WHE	T86679
D04WHE	T92072
D02HOL	T86679
D02HOL	T77365
D02HOL	T92072
D0DB7A	T92072
D0DB7A	T86679
D0DB7A	T77365
D06KYP	T92072
D06KYP	T77365
D06KYP	T86679
D06KYP	T36059
D0C9ZY	T20401
D04LNI	T20401
D0A0RT	T20401
D0C3SL	T20401
D0E3DM	T55959
D0XF5P	T55959
D0SN6R	T55959
D01AOI	T55959
D06QIQ	T55959
D08MTZ	T44282
D0G9YL	T37848
D03VDM	T85799
D06WIV	T55959
D0V9EE	T77365
D0V9EE	T86679
D0V9EE	T92072
D0N2VO	T92072
D0N2VO	T77365
D0F4XB	T86679
D0F4XB	T77365
D0F4XB	T92072
D0BC7P	T92072
D0BC7P	T77365
D0KM0Y	T77365
D0KM0Y	T92072
D04ZTH	T77365
D04ZTH	T92072
D0P7FK	T86679
D0P7FK	T77365
D0P7FK	T92072
D0YM8F	T52921
D0Q2PO	T52921
D0A8NZ	T52921
D00BIE	T52921
D0PC5A	T37693
D0PC5A	T76685
D0ZM1T	T37693
D0ZM1T	T76685
D0N2KU	T79961
D0N2KU	T55959
D0N2KU	T20709
D08QBS	T60693
D09TDY	T32262
D0O0ZC	T46521
D0V5HF	T46521
D06YKU	T46521
D06UEK	T59328
D0EI8V	T66665
D05OVV	T22274
D0S1FF	T89697
D0N1ZJ	T89697
D08MOG	T89697
D0A7NH	T89697
D00UIK	T89697
D06OUR	T89697
D00XOT	T89697
D0Z4JG	T89697
D02SRL	T89697
D09DSZ	T89697
D06SMN	T03691
D0P7DF	T03691
D0V0MH	T03691
D0VN8V	T03691
D07SAA	T55959
D0Q8IQ	T55959
D07IOX	T55959
D0H4AD	T55959
D05PLF	T55959
D00WMS	T55959
D04KZX	T55959
D0AU0M	T16987
D0AU0M	T20401
D0AU0M	T64567
D0B9TN	T79062
D02HZG	T79062
D07JRV	T79062
D0X7SD	T79062
D0LT5D	T79062
D0K0HU	T79062
D06LCK	T55959
D0GY8R	T55959
D01YED	T55959
D0B3NZ	T36059
D0TH1I	T09826
D0V0DB	T13260
D08IIW	T13260
D02LTV	T13260
D0P3ND	T13260
D0M0FE	T13260
D0D0DR	T89041
D0D0DR	T13260
D07JKK	T13260
D04TBB	T13260
D0SY6C	T13260
D0U9QB	T13260
D06HJB	T13260
D0C3XU	T13260
D0G3IT	T46521
D0G5CP	T44011
D06CED	T44011
D0A7PU	T44011
D0Q6AD	T44011
D00PUR	T44011
D0QX5D	T44011
D05AIT	T44011
D04TGN	T83011
D06NXC	T76685
D06NXC	T37693
D0F7IW	T14834
D0UV2N	T14834
D08IZY	T53904
D0T1CH	T89041
D06AKB	T89041
D03EXD	T89041
D03EXD	T84621
D03EXD	T13260
D0Y5KX	T84621
D0Y5KX	T89041
D0E0ZS	T89041
D0E0ZS	T84621
D0P5CT	T89041
D00DSE	T89041
D00DSE	T84621
D09VQZ	T84621
D09VQZ	T89041
D0Z3GX	T84621
D0Z3GX	T89041
D0LJ9D	T84621
D0LJ9D	T89041
D04CFP	T89041
D04CFP	T84621
D05PKT	T89041
D07VGT	T89041
D07VGT	T84621
D0X1FX	T37693
D0EX7J	T76685
D0EX7J	T37693
D0Z8VU	T36059
D0Z8VU	T92072
D0Z8VU	T77365
D0Z8VU	T86679
D0B0TX	T36059
D0B0TX	T86679
D0B0TX	T77365
D0B0TX	T92072
D0S6QA	T86679
D0S6QA	T77365
D0S6QA	T92072
D0W8RB	T92072
D0W8RB	T77365
D0S5XP	T77365
D0S5XP	T86679
D0S5XP	T92072
D0A6JX	T77365
D0A6JX	T86679
D0A6JX	T92072
D04LZN	T36059
D04LZN	T92072
D04LZN	T86679
D04LZN	T77365
D0B3UE	T36059
D0B3UE	T77365
D0B3UE	T92072
D0AI8F	T92072
D0AI8F	T77365
D0AI8F	T86679
D0AI8F	T36059
D01QBK	T77365
D01QBK	T92072
D01QBK	T36059
D0P8MK	T92072
D0L9AX	T57943
D00EVC	T16117
D00EVC	T02703
D00EVC	T06046
D07VFC	T16117
D07VFC	T02703
D07VFC	T06046
D06JZQ	T02703
D0U8OA	T02703
D02ZGN	T02703
D08FXW	T02703
D08FXW	T16117
D08FXW	T06046
D00GYE	T02703
D04FUZ	T64765
D0X6IE	T64567
D08NDP	T52921
D0K0WK	T09826
D01JEX	T09826
D08PDK	T44011
D0V2QH	T44011
D0D1KA	T44011
D04EPO	T44011
D02QLY	T44011
D0R2UZ	T58298
D07WFU	T83875
D0H1VT	T83875
D0F2DC	T83011
D0F2DC	T83875
D08PHY	T83011
D08PHY	T83875
D03LGV	T83875
D03LGV	T83011
D09HBX	T83011
D09HBX	T83875
D0B2TV	T83011
D0UL6Y	T83011
D06AAA	T83011
D04TZI	T83011
D0X8RN	T83875
D0X8RN	T83011
D09BWE	T03691
D0PF9Q	T03691
D0Q8LS	T03691
D09PGC	T03691
D08UIO	T03691
D05ZIH	T60693
D05ZIH	T58992
D05ZIH	T47768
D0P3JW	T57700
D0P3JW	T53524
D0P3JW	T85943
D0P3JW	T63505
D0P3JW	T65864
D0P3JW	T12499
D0P3JW	T47101
D0P3JW	T59102
D0P3JW	T59328
D0S1KJ	T53524
D0S1KJ	T85943
D0S1KJ	T12499
D0S1KJ	T59102
D0S1KJ	T47101
D0GW4Q	T47101
D0GW4Q	T59102
D0GW4Q	T59328
D0GW4Q	T85943
D0GW4Q	T65864
D0GW4Q	T63505
D0GW4Q	T12499
D0GW4Q	T57700
D0GW4Q	T53524
D0Z7GH	T47101
D0Z7GH	T59102
D0Z7GH	T53524
D0Z7GH	T85943
D0Z7GH	T12499
D0OH3J	T59102
D0R5AD	T55959
D0O2LC	T55959
D00GDI	T55959
D02EKR	T55959
D01RWY	T55959
D0G1XP	T55959
D0J5EF	T55959
D0XY9E	T55959
D02ZIQ	T55959
D0R8EV	T55959
D0C0GL	T55959
D0V8IZ	T55959
D0J1QT	T84631
D0J1QT	T45299
D0J1QT	T94033
D0B3NZ	T92072
D0B3NZ	T77365
D0NO5E	T36059
D0NO5E	T92072
D0NO5E	T86679
D0NO5E	T77365
D02NKV	T65864
D08BIP	T65864
D09XWL	T55959
D0U3SB	T55959
D0P9EO	T55959
D0G0CJ	T55959
D0Y7CS	T55959
D0ZE4C	T55959
D0VY9K	T55959
D03DIV	T14834
D0P9CN	T14834
D09ZUX	T14834
D03FQJ	T14834
D0D2SE	T14834
D05TGU	T14834
D0HF4I	T64765
D01JXM	T26500
D01JXM	T64765
D01JXM	T57392
D01JXM	T37848
D0UO2Z	T64765
D0Q8CE	T64765
D0X5DB	T64765
D0B5SF	T64765
D0M2HC	T64765
D02INJ	T64765
D07TST	T64765
D0N6ZO	T58992
D04EQE	T58992
D06DDA	T58992
D0Q3XK	T58992
D05EXX	T58992
D0UA3E	T58992
D0D4AU	T58992
D0N8UD	T30687
D0D6GI	T30687
D0EG5G	T30687
D07ZJS	T03691
D00TNN	T03691
D0C1XE	T03691
D0Z7TM	T80975
D0E9DD	T68547
D0E9DD	T63816
D0Q9PO	T63816
D0Q9PO	T68547
D0M1ZI	T68547
D0M1ZI	T63816
D04AGC	T92072
D04AGC	T77365
D09UDF	T77365
D09UDF	T92072
D0UM6O	T92072
D0UM6O	T77365
D0CB9B	T77365
D0CB9B	T92072
D0QN5I	T77365
D0QN5I	T92072
D0J6ME	T92072
D0J6ME	T77365
D0O4KI	T36059
D0O4KI	T92072
D0O4KI	T86679
D0O4KI	T77365
D0Y7AV	T92072
D0Y7AV	T77365
D05TFM	T92072
D05TFM	T77365
D07YKU	T92072
D0P8MK	T86679
D0P8MK	T77365
D0CX7N	T77365
D0CX7N	T86679
D0CX7N	T92072
D0CX7N	T36059
D0W6FC	T86679
D0W6FC	T77365
D0W6FC	T92072
D0E8RA	T86679
D0E8RA	T77365
D0E8RA	T92072
D02RBK	T77365
D02RBK	T92072
D00CJJ	T77365
D00CJJ	T92072
D0O6NS	T77365
D0A0VT	T77365
D0Z2QM	T77365
D00MFV	T77365
D00MFV	T86679
D04YUM	T77365
D0E4UT	T77365
D0OR5V	T77365
D0V7MX	T77365
D0N8RM	T77365
D0C1PS	T77365
D0Q6KO	T77365
D02XPR	T77365
D0S4JI	T77365
D0E2FV	T77365
D0A4ML	T89529
D0Q3KF	T89529
D07RPV	T38996
D0X6IE	T20401
D0IG5E	T36059
D0IG5E	T92072
D0IG5E	T86679
D0IG5E	T77365
D0JJ6T	T36059
D0JJ6T	T92072
D0JJ6T	T86679
D0JJ6T	T77365
D04IUW	T60182
D0L6RV	T75517
D0V1DW	T75517
D0C3AG	T75517
D06XIC	T09960
D0IB3K	T37848
D0D8AK	T94033
D0M1AC	T94033
D0CF3B	T94033
D0CU3I	T53585
D0NU6K	T53585
D0C8HK	T53585
D09EBV	T53585
D0C5LO	T53585
D09QIA	T53585
D0A6FX	T53585
D01YQX	T53585
D08SKU	T53585
D09PHV	T48945
D03GON	T03691
D00UIN	T03691
D00UIN	T78709
D03RFS	T76685
D0J3XJ	T76685
D0J3XJ	T37693
D0V2NQ	T76685
D0Z5CX	T37693
D0Z5CX	T76685
D07DQO	T83813
D0T4UE	T89360
D0T4UE	T97713
D05LMD	T93509
D09EJG	T93509
D0I2HH	T93509
D0R3AA	T14834
D0U2QY	T14834
D05MUN	T14834
D08SIJ	T14834
D06XFP	T14834
D0U2GX	T14834
D0F4WJ	T14834
D09CVD	T14834
D02AYI	T19160
D02AYI	T03691
D0C8MT	T03691
D0OH3J	T47101
D0OH3J	T53524
D0OH3J	T85943
D0OH3J	T12499
D0D5EW	T53524
D0D5EW	T85943
D0D5EW	T12499
D0D5EW	T59328
D0D5EW	T47101
D0D5EW	T59102
D0A7FQ	T77764
D0A7FQ	T64682
D0A7FQ	T12499
D0CE3R	T97592
D0CE3R	T85943
D0CE3R	T12499
D0CE3R	T77764
D07OAT	T70176
D07OAT	T58470
D0GT8N	T92463
D0GT8N	T40097
D0GT8N	T20669
D0GT8N	T85943
D0GT8N	T12499
D0F8IB	T13260
D07XLQ	T52297
D0R8LN	T13714
D0R8LN	T52297
D0X2HK	T52297
D0L1CX	T52297
D0H8EO	T40332
D0Z7LS	T40332
D0A5ZF	T40332
D03STO	T40332
D04ODG	T40332
D0MQ8A	T40332
D0B4WZ	T40332
D06JMS	T40332
D07HLC	T40332
D0H1WV	T89529
D0D8QO	T89529
D01NUT	T89529
D09WED	T89529
D0E1ZS	T89529
D08VRV	T89529
D0I0UW	T77913
D08TBU	T77913
D0Y5IQ	T30727
D0Y5IQ	T67102
D0Y5IQ	T89034
D0L6ND	T03500
D08DXA	T65116
D08DXA	T93515
D06GQY	T93515
D06GQY	T58298
D06GQY	T65116
D0N0OE	T92072
D0X0IH	T84621
D05QPR	T89041
D05QPR	T84621
D03VRC	T89041
D03VRC	T84621
D0N8QD	T84621
D0HL9S	T84621
D08HHA	T84621
D0S4WQ	T84621
D07JMO	T84621
D08WHC	T84621
D0C7YL	T84621
D03CWL	T84621
D0D8KN	T84621
D0PH1G	T84621
D0AK9S	T84621
D08YGW	T84621
D0Q8KM	T84621
D06NFC	T84621
D0W8IZ	T84621
D07DQJ	T84621
D0T8JU	T84621
D00FDS	T03691
D05NXQ	T03691
D0H9NZ	T03691
D0Z7BC	T92072
D0I2UE	T13260
D0F4WQ	T13260
D0V3MV	T13260
D0W9ZC	T13260
D0F5AC	T13260
D0HC9U	T13260
D01SZX	T89041
D01SZX	T13260
D08TKB	T13260
D0K5JU	T13260
D0AW7Q	T13260
D0R9AD	T67103
D0R9AD	T23355
D06DDT	T80896
D06DDT	T89534
D05PNP	T80896
D02NZG	T80782
D0K7FA	T80782
D0R0XY	T80782
D07YKU	T77365
D04XLX	T92072
D04XLX	T77365
D05ZRR	T77365
D05ZRR	T92072
D08AXT	T92072
D08AXT	T77365
D02NBB	T92072
D02NBB	T77365
D00MPA	T77365
D00MPA	T92072
D0W5CZ	T92072
D0W5CZ	T77365
D0B4JS	T41141
D03JYN	T61746
D03JYN	T41141
D0K8MN	T76685
D0K8MN	T37693
D03SCD	T37693
D04WVV	T65200
D00PSW	T65200
D09DLY	T67818
D07PYV	T16117
D0W9UV	T16117
D0ZT9D	T59328
D0L3IQ	T31479
D05SQA	T31479
